"","cluster","ra_group_factor","ra_site","age_group","n_cluster","matched","f_wt_totcore98","posterior","badmatch","r_postturnout","r_pretreatturnout","r_postregturnout","evervoted_pre","evervoted_post","x_f_ch_male","x_f_ad_male","ra_year","tract_unemp","tract_welf","tract_femalehead","tract_minority","tract_poverty","tract_college","grad_hs","attend_coll","work","parent","jail","sex_f","f_svy_yob_imp_ytgc","f_wt_totsvy","f_wt_totsvy_ad","f_c9010t_histatus_dw","f_c9010t_pblack_dw","f_c9010t_pcolldeg_dw","f_c9010t_pemp_dw","local_poverty_posttreat","f_c9010t_phisp_dw","f_c9010t_pfsfem_dw","f_c9010t_pminorty_dw","f_c9010t_pwelf_dw","x_f_site_balt","x_f_site_bos","x_f_site_chi","x_f_site_la","x_f_ad_le_35","x_f_ad_36_40","x_f_ad_41_45","x_f_ad_46_50","x_f_ch_age10","x_f_ch_age11","x_f_ch_age12","x_f_ch_age13","x_f_ch_age14","x_f_ch_age15","x_f_ch_age16","x_f_ch_age17","x_f_ch_age18","x_f_ch_age19","x_f_ch_age20","x_f_ad_edged","x_f_ad_edgradhs","x_f_ad_edgradhs_miss","x_f_ad_edinsch","x_f_ad_ethn_hisp","x_f_ad_nevmarr","x_f_ad_parentu18","x_f_ad_race_black","x_f_ad_race_other","x_f_ad_working","x_f_hh_disabl","x_f_hh_noteens","x_f_hh_size2","x_f_hh_size3","x_f_hh_size4","x_f_c1_behprb","x_f_c1_behprb_miss","x_f_c1_expel","x_f_c1_expel_miss","x_f_c1_gifted","x_f_c1_gifted_miss","x_f_c1_lrnprb","x_f_c1_lrnprb_miss","x_f_c1_schcll","x_f_ch_schplay","x_f_ch_schplay_miss","x_f_ch_specmed","x_f_c2_hosp","x_f_c2_hosp_miss","x_f_c2_lowbw","x_f_c2_lowbw_miss","x_f_c2_read","x_f_c2_read_miss","x_f_hood_5y","x_f_hood_chat","x_f_hh_victim","x_f_hh_afdc","x_f_hh_car","x_f_hood_nbrkid","x_f_hood_nofamily","x_f_hood_unsafenit","x_f_hood_verydissat","x_f_hood_nofriend","x_f_hous_fndapt","x_f_hous_mov3tm","x_f_hous_movdrgs","x_f_hous_movschl","x_f_hous_sec8bef"
"58","104_12","control",5,"young_kid",11,0.272727272727273,1.23734731946645,0.999491312100267,0,0.0454545454545455,0,0.466666666666667,0,0.181818181818182,0,0,1996.81818181818,0.169444081961287,0.171943322234123,0.513716747300976,0.869623837146525,0.39169825924508,0.147599980547369,0.666666666666667,0.666666666666667,NA,0.2,NA,1,1989.45454545455,1.46767604127189,1.22127787375909,0.215756602595553,0.350383850491062,0.147599980547369,0.830555918038713,0.39169825924508,0.532673886017946,0.513716747300976,0.869623837146525,0.171943322234123,0,0,0,0,0,0.0909090909090909,0.454545454545455,0.272727272727273,0,0.0909090909090909,0,0.0909090909090909,0,0,0.0909090909090909,0.181818181818182,0.0909090909090909,0.0909090909090909,0.272727272727273,0.363636363636364,0.0909090909090909,0.181818181818182,0,0.727272727272727,0.636363636363636,0.0909090909090909,0.272727272727273,0.636363636363636,0.0909090909090909,0.181818181818182,0.727272727272727,0,0.0909090909090909,0.545454545454545,0.0909090909090909,0.181818181818182,0.0909090909090909,0.181818181818182,0.0909090909090909,0.0909090909090909,0.181818181818182,0.0909090909090909,0.191120017989465,0,0,0.0133004032444749,0,0,0,0,0,0.0909090909090909,0.727272727272727,0.181818181818182,0.545454545454545,0.545454545454545,0.0909090909090909,0.454545454545455,0.636363636363636,0.636363636363636,0.454545454545455,0.454545454545455,0.272727272727273,0,0.818181818181818,0.454545454545455,0.545454545454545
"59","104_13","control",5,"young_kid",11,0,1.23734731946645,NA,0,0,0,NA,0,0,0,0,1996.72727272727,0.197526417261162,0.20297207721653,0.581223718487246,0.895230337330392,0.440832777276085,0.186724076004921,1,1,NA,0.142857142857143,0,1,1990.72727272727,1.25877324707626,1.01237507956346,0.235568885176873,0.396983991719944,0.186724076004921,0.802473582738838,0.440832777276085,0.516396309823289,0.581223718487246,0.895230337330392,0.20297207721653,0,0,0,0,0.272727272727273,0.181818181818182,0.181818181818182,0.0909090909090909,0,0,0.0909090909090909,0.0909090909090909,0,0.0909090909090909,0.272727272727273,0.272727272727273,0,0,0.181818181818182,0.272727272727273,0.272727272727273,0.181818181818182,0.196983862201346,0.590285157840624,0.594109405414404,0.291832592388117,0.409335602464865,0.586474568762317,0.112764156465905,0.112594385611402,0.727272727272727,0,0.181818181818182,0.363636363636364,0.0909090909090909,0.0909090909090909,0,0,0.0909090909090909,0,0,0,0.0909090909090909,0,0.0909090909090909,0.0106735545961017,0.0909090909090909,0.0909090909090909,0,0.181818181818182,0.0909090909090909,0.0909090909090909,0.517056569084813,0.590889168378859,0.591050630631292,0.70322128956917,0.00539936041234518,0.590886218615242,0.700455647378915,0.415855556162566,0.50667662401042,0.587334576816928,0.312473359512218,0.187478528888346,0.703696561321445,0.592934941213406,0.311004681942729
"60","104_14","control",5,"young_kid",11,0.0909090909090909,1.23734731946645,0.999930070281196,0,0.0181818181818182,0,0.3,0,0.0909090909090909,0,0,1996.45454545455,0.163072114409821,0.15230388474908,0.514006161071418,0.849213082927112,0.389545042699432,0.194311548706934,0.75,0.75,1,0.444444444444444,0,1,1988.90909090909,0.899888959611964,1.12486119951495,0.254492246311462,0.272827764011991,0.194311548706934,0.836927885590179,0.389545042699432,0.520249165417042,0.514006161071418,0.849213082927112,0.15230388474908,0,0,0,0,0.0909090909090909,0.363636363636364,0.272727272727273,0,0,0,0,0.0909090909090909,0,0.0909090909090909,0.0909090909090909,0.181818181818182,0.0909090909090909,0.0909090909090909,0.181818181818182,0.181818181818182,0.454545454545455,0.0909090909090909,0.196983862201346,0.590285157840624,0.50960094351594,0.110014410569935,0.318426511555774,0.586474568762317,0.112764156465905,0.294412567429584,0.727272727272727,0.0909090909090909,0.0909090909090909,0.454545454545455,0,0,0,0,0.0909090909090909,0.0909090909090909,0,0,0.181818181818182,0.0909090909090909,0.0909090909090909,0.104324023259309,0,0.0909090909090909,0,0.0909090909090909,0.0909090909090909,0.0909090909090909,0.789783841812086,0.590889168378859,0.954686994267656,0.885039471387352,0.00539936041234518,0.681795309524333,0.700455647378915,0.506764647071657,0.50667662401042,0.587334576816928,0.58520063223949,0.00566034707016449,0.703696561321445,0.592934941213406,0.492822863760911
"61","104_15","control",5,"young_kid",11,0.0909090909090909,1.23734731946645,0.982985025719733,0,0.0272727272727273,0,0.3,0,0.0909090909090909,0,0,1996.72727272727,0.20588121232981,0.21850236573033,0.64144379104454,0.973690065154683,0.493814984689239,0.125821677099988,0.5,0.5,NA,0.333333333333333,0,1,1990.09090909091,0.487439853123146,0.787402839660468,0.197528118546306,0.396955903929525,0.125821677099988,0.79411878767019,0.493814984689239,0.599686523175806,0.64144379104454,0.973690065154683,0.21850236573033,0,0,0,0,0.272727272727273,0.0909090909090909,0.363636363636364,0.0909090909090909,0,0.0909090909090909,0,0,0.0909090909090909,0.272727272727273,0.0909090909090909,0.0909090909090909,0,0,0.0909090909090909,0,0.181818181818182,0,0,0.545454545454545,0.363636363636364,0.363636363636364,0.454545454545455,0.454545454545455,0.0909090909090909,0.272727272727273,0.545454545454545,0,0.272727272727273,0.181818181818182,0,0,0,0.0909090909090909,0.0909090909090909,0.0909090909090909,0,0,0,0,0,0.0079801866729497,0.181818181818182,0,0.181818181818182,0,0,0.0909090909090909,0.727272727272727,0.545454545454545,0.636363636363636,0.909090909090909,0.0909090909090909,0.636363636363636,0.818181818181818,0.636363636363636,0.727272727272727,0.545454545454545,0.454545454545455,0,0.727272727272727,0.545454545454545,0.181818181818182
"62","104_16","control",5,"young_kid",11,0.181818181818182,1.23734731946645,0.809845945843541,0,0,0,0,0,0,0.818181818181818,0,1996.81818181818,0.157755818776874,0.175221776347228,0.522863647762922,0.878327100230991,0.367161653741201,0.177089017867514,0.75,0.25,0,0.285714285714286,0,0.181818181818182,1989,1.03380100717327,1.54266678790622,0.225665025273205,0.350640951289951,0.177089017867514,0.842244181223126,0.367161653741201,0.524527033740634,0.522863647762922,0.878327100230991,0.175221776347228,0,0,0,0,0,0.181818181818182,0.454545454545455,0.181818181818182,0,0.0909090909090909,0,0,0,0.0909090909090909,0.0909090909090909,0.0909090909090909,0.0909090909090909,0.363636363636364,0,0.363636363636364,0.181818181818182,0.0909090909090909,0.469711134928619,0.681194248749715,0.503200314505313,0.200923501479026,0.318426511555774,0.677383659671407,0.203673247374996,0.112594385611402,0.545454545454545,0,0.272727272727273,0.181818181818182,0,0.272727272727273,0,0.0909090909090909,0.181818181818182,0.272727272727273,0.181818181818182,0.0909090909090909,0.292432032716132,0,0.0909090909090909,0.00355311127422396,0.0909090909090909,0,0.0909090909090909,0,0,0,0.698874750902995,0.409070986560677,0.591050630631292,0.70322128956917,0.278126633139618,0.499977127706151,0.609546556469824,0.506764647071657,0.415767533101329,0.587334576816928,0.312473359512218,0.00566034707016449,0.771029486279253,0.549506246063175,0.583731954670002
"63","104_17","control",5,"young_kid",11,0.272727272727273,1.23734731946645,0.983683019411696,0,0.0272727272727273,0,0.1,0,0.0909090909090909,1,0,1997,0.164407744183159,0.177215964757845,0.547728079577347,0.884742465121856,0.395868988060073,0.174248843989082,0.333333333333333,0.666666666666667,0,0,0.5,0,1989.90909090909,1.33376399371059,1.33376399371059,0.234113092824861,0.402648532137584,0.174248843989082,0.835592255816841,0.395868988060073,0.493408696469696,0.547728079577347,0.884742465121856,0.177215964757845,0,0,0,0,0.181818181818182,0.181818181818182,0.363636363636364,0,0,0.0909090909090909,0,0,0.0909090909090909,0.181818181818182,0,0.0909090909090909,0.272727272727273,0.0909090909090909,0,0.0909090909090909,0.636363636363636,0,0.181818181818182,0.727272727272727,0.363636363636364,0.272727272727273,0.272727272727273,0.636363636363636,0.363636363636364,0.181818181818182,0.818181818181818,0.0909090909090909,0.272727272727273,0.363636363636364,0.181818181818182,0,0,0,0,0,0.181818181818182,0,0.272727272727273,0.0909090909090909,0.0909090909090909,0.181818181818182,0.0909090909090909,0,0,0,0.181818181818182,0,0.727272727272727,0.636363636363636,0.454545454545455,0.545454545454545,0.181818181818182,0.727272727272727,1,0.363636363636364,0.545454545454545,0.223698213180564,0.545454545454545,0.0909090909090909,0.885514743139627,0.502025850304315,0.545454545454545
"64","104_18","control",5,"young_kid",11,0.363636363636364,1.23734731946645,0.903807078216568,0,0.1,0,0.375,0,0.363636363636364,1,0,1996.63636363636,0.156954976948642,0.150957125393109,0.478708780103108,0.837771846411633,0.349479212927412,0.210241447712275,1,0.666666666666667,0,0.142857142857143,0,0,1991.18181818182,1.12486119951495,1.12486119951495,0.251307031760967,0.350936724856316,0.210241447712275,0.843045023051358,0.349479212927412,0.47182643405245,0.478708780103108,0.837771846411633,0.150957125393109,0,0,0,0,0.181818181818182,0.272727272727273,0.363636363636364,0.0909090909090909,0,0.0909090909090909,0.181818181818182,0.0909090909090909,0.181818181818182,0,0,0.0909090909090909,0,0.0909090909090909,0.181818181818182,0.181818181818182,0.454545454545455,0.0909090909090909,0.106074771292256,0.499376066931533,0.685018496323495,0.200923501479026,0.500244693373956,0.404656386944135,0.294582338284087,0.476230749247766,0.545454545454545,0.0909090909090909,0.454545454545455,0.181818181818182,0,0.0909090909090909,0,0.0909090909090909,0,0.0909090909090909,0.0909090909090909,0.0909090909090909,0.0200327924412811,0.0909090909090909,0.181818181818182,0.208156402114881,0,0,0.0909090909090909,0,0.0909090909090909,0.0909090909090909,0.789783841812086,0.499980077469768,0.591050630631292,0.612312198660079,0.00539936041234518,0.40906803679706,0.700455647378915,0.506764647071657,0.324858442192238,0.587334576816928,0.312473359512218,0.00566034707016449,0.747453320327971,0.549506246063175,0.220095591033638
"65","104_19","control",5,"young_kid",11,0.272727272727273,1.23734731946645,0.984810987128962,0,0.00909090909090909,0,0.0333333333333333,0,0.0909090909090909,1,0,1996.81818181818,0.191295167996255,0.186026808787966,0.543497833492233,0.910945240336803,0.42315458304452,0.158117006774973,0.5,0.5,NA,0,1,0,1992.18181818182,1.44625011366208,1.44625011366208,0.19736322077685,0.372075141015388,0.158117006774973,0.808704832003745,0.42315458304452,0.50616991862041,0.543497833492233,0.910945240336803,0.186026808787966,0,0,0,0,0.181818181818182,0.363636363636364,0.272727272727273,0.181818181818182,0.0909090909090909,0,0.272727272727273,0,0.272727272727273,0.0909090909090909,0,0,0,0.0909090909090909,0.0909090909090909,0.545454545454545,0.363636363636364,0,0.272727272727273,0.454545454545455,0.727272727272727,0.272727272727273,0.545454545454545,0.454545454545455,0.272727272727273,0.272727272727273,0.545454545454545,0.0909090909090909,0.181818181818182,0.181818181818182,0,0.0909090909090909,0,0,0,0,0,0,0.0909090909090909,0,0.0909090909090909,0.199819340366488,0,0,0,0,0.181818181818182,0,0.545454545454545,0.363636363636364,0.727272727272727,0.727272727272727,0.181818181818182,0.363636363636364,0.909090909090909,0.818181818181818,0.727272727272727,0.727272727272727,0.454545454545455,0.272727272727273,0.909090909090909,0.545454545454545,0.583731954670002
"66","104_2","control",5,"young_kid",12,0,1.23734731946645,NA,0,0,0,NA,0,0,0,0,1996.83333333333,0.185273924364499,0.183464772993155,0.53803891330817,0.839481586896716,0.403956770468778,0.177560619739413,0,1,NA,0.142857142857143,0,1,1991.41666666667,1.36010002973098,1.32572927085691,0.221409209362321,0.333744778527217,0.177560619739413,0.814726075635501,0.403956770468778,0.5154874499798,0.53803891330817,0.839481586896716,0.183464772993155,0,0,0,0,0.166666666666667,0.583333333333333,0.0833333333333333,0.166666666666667,0,0,0.166666666666667,0.25,0.0833333333333333,0,0.166666666666667,0.0833333333333333,0,0.0833333333333333,0.0833333333333333,0.25,0.333333333333333,0,0.166666666666667,0.5,0.75,0.25,0.416666666666667,0.5,0.0833333333333333,0.166666666666667,0.833333333333333,0.0833333333333333,0.0833333333333333,0.166666666666667,0,0.0833333333333333,0,0,0.166666666666667,0,0,0,0,0,0,0,0.25,0,0.166666666666667,0,0.25,0,0.416666666666667,0.416666666666667,0.5,0.75,0,0.333333333333333,0.75,0.5,0.5,0.583333333333333,0.5,0.333333333333333,0.916666666666667,0.666666666666667,0.583333333333333
"67","104_20","control",5,"young_kid",11,0.0909090909090909,1.23734731946645,0.834924738339649,0,0.0363636363636364,0,0.4,0,0.0909090909090909,1,0,1996.81818181818,0.214372598823111,0.21654502985354,0.610677529633543,0.974307652091058,0.467116156233753,0.120770349128417,0.5,0.666666666666667,1,0,0.142857142857143,0,1988.63636363636,0.599925973074642,1.23734731946645,0.19498689689571,0.435936345217138,0.120770349128417,0.785627401176889,0.467116156233753,0.577939716703563,0.610677529633543,0.974307652091058,0.21654502985354,0,0,0,0,0.181818181818182,0.545454545454545,0.181818181818182,0,0,0,0,0,0.181818181818182,0.181818181818182,0,0.0909090909090909,0,0.0909090909090909,0.0909090909090909,0.363636363636364,0.181818181818182,0.272727272727273,0.287892953110437,0.317557885113351,0.594109405414404,0.382741683297208,0.591153784283047,0.313747296035044,0.112764156465905,0.112594385611402,1,0.0909090909090909,0.363636363636364,0,0.0909090909090909,0.181818181818182,0,0.0909090909090909,0.0909090909090909,0.0909090909090909,0.0909090909090909,0.0909090909090909,0.21771796952727,0,0.181818181818182,0.0996865343045041,0.0909090909090909,0,0,0,0.0909090909090909,0,0.335238387266631,0.318161895651586,0.591050630631292,0.794130380478261,0.00539936041234518,0.227249854978878,0.791364738288006,0.688582828889839,0.870312987646783,0.587334576816928,0.221564268603127,0.0965694379792554,0.794605652230536,0.411116759395224,0.765550136488184
"68","104_21","control",5,"young_kid",11,0.181818181818182,1.23734731946645,0.973784395245784,0,0.0818181818181818,0,0.7,0,0.181818181818182,1,0,1996.63636363636,0.204970163808305,0.201778940453591,0.60829250603014,0.96248792251002,0.433821191855494,0.137534751871022,0.666666666666667,0.666666666666667,0.5,0.142857142857143,0.5,0,1988.18181818182,0.412449106488816,1.01237507956346,0.200562246598807,0.432782137352312,0.137534751871022,0.795029836191695,0.433821191855494,0.551486490857477,0.60829250603014,0.96248792251002,0.201778940453591,0,0,0,0,0.0909090909090909,0.272727272727273,0.363636363636364,0,0,0,0,0,0.0909090909090909,0,0,0.363636363636364,0,0.0909090909090909,0.181818181818182,0.363636363636364,0.181818181818182,0.0909090909090909,0.0909090909090909,0.636363636363636,0.454545454545455,0.272727272727273,0.363636363636364,0.545454545454545,0.181818181818182,0.272727272727273,0.545454545454545,0,0.181818181818182,0.363636363636364,0.181818181818182,0.0909090909090909,0.181818181818182,0,0.181818181818182,0.0909090909090909,0.0909090909090909,0.0909090909090909,0.272727272727273,0,0.0909090909090909,0,0,0,0,0,0,0,0.909090909090909,0.454545454545455,0.727272727272727,0.727272727272727,0.0909090909090909,0.545454545454545,0.636363636363636,0.545454545454545,0.545454545454545,0.454545454545455,0.363636363636364,0,0.818181818181818,0.545454545454545,0.363636363636364
"69","104_22","control",5,"young_kid",11,0.454545454545455,1.23734731946645,0.952240755924261,0,0.0363636363636364,0,0.1,0,0.272727272727273,1,0,1996.72727272727,0.20629650310514,0.206736918678038,0.610750917501118,0.968798738903819,0.473037555061953,0.115100193612095,0.6,0.4,0.5,0,0.333333333333333,0,1989,0.712412093026137,1.01237507956346,0.18188185900357,0.383079068584583,0.115100193612095,0.79370349689486,0.473037555061953,0.60233271919653,0.610750917501118,0.968798738903819,0.206736918678038,0,0,0,0,0.0909090909090909,0.272727272727273,0.363636363636364,0.0909090909090909,0,0.0909090909090909,0,0,0,0.0909090909090909,0.0909090909090909,0.0909090909090909,0.181818181818182,0.181818181818182,0,0.272727272727273,0.272727272727273,0,0.0909090909090909,0.454545454545455,0.363636363636364,0.0909090909090909,0.454545454545455,0.363636363636364,0.181818181818182,0.272727272727273,0.727272727272727,0.181818181818182,0.181818181818182,0.181818181818182,0.0909090909090909,0,0.0909090909090909,0,0.0909090909090909,0,0.0909090909090909,0,0.363636363636364,0,0,0.0909090909090909,0,0,0.0909090909090909,0,0.0909090909090909,0,0.636363636363636,0.545454545454545,0.636363636363636,0.909090909090909,0,0.272727272727273,0.818181818181818,0.818181818181818,0.818181818181818,0.363636363636364,0.545454545454545,0.0909090909090909,1,0.545454545454545,0.636363636363636
"70","104_23","control",5,"young_kid",11,0.181818181818182,1.23734731946645,0.912513555203247,0,0.0727272727272727,0,0.4,0,0.181818181818182,1,0,1996.90909090909,0.185070695217575,0.190239110879645,0.57433940476687,0.917035009895789,0.432785424105201,0.150956065866469,0.5,0.5,NA,0,0,0,1991,0.921314887221771,1.22127787375909,0.213899799969683,0.42406587733338,0.150956065866469,0.814929304782425,0.432785424105201,0.515976170419264,0.57433940476687,0.917035009895789,0.190239110879645,0,0,0,0,0.181818181818182,0.454545454545455,0.272727272727273,0.0909090909090909,0,0,0.0909090909090909,0,0.272727272727273,0.0909090909090909,0.0909090909090909,0.181818181818182,0.0909090909090909,0.0909090909090909,0.0909090909090909,0.363636363636364,0.181818181818182,0,0.272727272727273,0.454545454545455,0.727272727272727,0.181818181818182,0.545454545454545,0.454545454545455,0.363636363636364,0.363636363636364,0.727272727272727,0.0909090909090909,0.181818181818182,0.181818181818182,0,0,0,0.0909090909090909,0,0.0909090909090909,0.0909090909090909,0,0.181818181818182,0,0,0.0909090909090909,0.181818181818182,0,0,0,0.181818181818182,0,0.818181818181818,0.272727272727273,0.818181818181818,0.727272727272727,0.0909090909090909,0.545454545454545,0.636363636363636,0.545454545454545,0.636363636363636,0.363636363636364,0.545454545454545,0.0909090909090909,0.861938577188344,0.592934941213406,0.636363636363636
"71","104_24","control",5,"young_kid",11,0.272727272727273,1.23734731946645,0.908914635443362,0,0.0272727272727273,0,0.133333333333333,0,0.0909090909090909,1,0,1996.54545454545,0.210387899476685,0.197795775653431,0.620878625952214,0.946437991183403,0.471114093659786,0.136823359975149,0.333333333333333,0.333333333333333,0,0.166666666666667,1,0,1988,1.31769454800323,1.01237507956346,0.203652735654456,0.425079267207289,0.136823359975149,0.789612100523315,0.471114093659786,0.514114253960778,0.620878625952214,0.946437991183403,0.197795775653431,0,0,0,0,0.0909090909090909,0.363636363636364,0.363636363636364,0.0909090909090909,0,0,0.0909090909090909,0,0,0,0,0.181818181818182,0.0909090909090909,0.0909090909090909,0.272727272727273,0.272727272727273,0.0909090909090909,0.0909090909090909,0.106074771292256,0.13573970329517,0.685018496323495,0.200923501479026,0.682062875192138,0.131929114216862,0.112764156465905,0.112594385611402,0.545454545454545,0,0.181818181818182,0.272727272727273,0.181818181818182,0.0909090909090909,0,0,0.181818181818182,0.0909090909090909,0.0909090909090909,0.181818181818182,0.272727272727273,0,0.0909090909090909,0.108910249457397,0,0.0909090909090909,0,0.0909090909090909,0,0.0909090909090909,0.517056569084813,0.590889168378859,0.500141539722201,0.975948562296443,0.00539936041234518,0.681795309524333,0.700455647378915,0.415855556162566,0.50667662401042,0.405516394998746,0.676109723148581,0.187478528888346,0.703696561321445,0.592934941213406,0.492822863760911
"72","104_25","control",5,"young_kid",11,0.0909090909090909,1.23734731946645,0.859348977162672,0,0.0181818181818182,0,0.3,0,0.0909090909090909,1,0,1996.81818181818,0.167962482062907,0.169147911410798,0.534143686768024,0.8886318373281,0.419108931603489,0.161814693583191,1,0.5,1,0.142857142857143,0,0,1991,1.18378250044193,0.996305633856102,0.232619882853438,0.376056315887395,0.161814693583191,0.832037517937093,0.419108931603489,0.496947072382912,0.534143686768024,0.8886318373281,0.169147911410798,0,0,0,0,0.0909090909090909,0.363636363636364,0.454545454545455,0,0,0,0.181818181818182,0.0909090909090909,0.0909090909090909,0,0.181818181818182,0.0909090909090909,0.272727272727273,0,0,0.272727272727273,0.181818181818182,0,0.181818181818182,0.727272727272727,0.545454545454545,0.363636363636364,0.318426511555774,0.586474568762317,0.272727272727273,0.181818181818182,0.727272727272727,0.0909090909090909,0,0.454545454545455,0.0909090909090909,0,0,0,0.181818181818182,0,0,0,0.0909090909090909,0.0909090909090909,0,0.181818181818182,0.0909090909090909,0,0.0909090909090909,0,0.181818181818182,0,0.363636363636364,0.545454545454545,0.545454545454545,0.818181818181818,0,0.454545454545455,0.727272727272727,0.454545454545455,0.454545454545455,0.545454545454545,0.454545454545455,0.363636363636364,0.885514743139627,0.818181818181818,0.636363636363636
"73","104_26","control",5,"young_kid",11,0.454545454545455,1.23734731946645,0.933720923261023,0,0.0454545454545455,0,0.16,0,0.272727272727273,1,0,1996.90909090909,0.161979635315552,0.179845014525463,0.521372047076686,0.858955311240445,0.381244818881196,0.176657633723434,0,0,0,0.166666666666667,0.5,0,1990,1.1087917538076,1.43018066795473,0.243194125816026,0.350364083539544,0.176657633723434,0.838020364684448,0.381244818881196,0.496099452736776,0.521372047076686,0.858955311240445,0.179845014525463,0,0,0,0,0,0.272727272727273,0.363636363636364,0.181818181818182,0,0,0.0909090909090909,0.0909090909090909,0.181818181818182,0,0.0909090909090909,0.181818181818182,0.0909090909090909,0,0,0.0909090909090909,0.545454545454545,0.0909090909090909,0.181818181818182,0.545454545454545,0.545454545454545,0.0909090909090909,0.454545454545455,0.545454545454545,0.0909090909090909,0.272727272727273,0.636363636363636,0,0.181818181818182,0.363636363636364,0,0.181818181818182,0,0,0.0909090909090909,0.0909090909090909,0.272727272727273,0.0909090909090909,0.215719048715767,0.0909090909090909,0.0909090909090909,0.112712367904019,0,0,0.0909090909090909,0,0.0909090909090909,0,0.818181818181818,0.636363636363636,0.545454545454545,0.545454545454545,0.0909090909090909,0.636363636363636,0.636363636363636,0.272727272727273,0.272727272727273,0.454545454545455,0.363636363636364,0.0909090909090909,0.885514743139627,0.592934941213406,0.636363636363636
"74","104_27","control",5,"young_kid",11,0.272727272727273,1.23734731946645,0.876690026242153,0,0.0818181818181818,0,0.7,0,0.181818181818182,1,0,1996.63636363636,0.18332985101728,0.176996613432401,0.552313518607382,0.890878844476502,0.379332183831068,0.18353772072797,0.5,0.5,0,0,0,0,1990.09090909091,0.883819513904606,1.31769454800323,0.25128926539108,0.418095834711995,0.18353772072797,0.816670148982721,0.379332183831068,0.465206338673878,0.552313518607382,0.890878844476502,0.176996613432401,0,0,0,0,0.181818181818182,0.181818181818182,0.545454545454545,0,0,0.0909090909090909,0.0909090909090909,0.0909090909090909,0,0.181818181818182,0,0.181818181818182,0,0,0,0.0909090909090909,0.454545454545455,0,0,0.636363636363636,0.454545454545455,0.272727272727273,0.363636363636364,0.545454545454545,0,0.363636363636364,0.818181818181818,0.272727272727273,0.272727272727273,0.363636363636364,0,0.0909090909090909,0,0,0.0909090909090909,0,0.181818181818182,0,0.181818181818182,0.181818181818182,0,0.282261871669934,0.272727272727273,0.0909090909090909,0.0909090909090909,0.0909090909090909,0.0909090909090909,0.181818181818182,0.727272727272727,0.409070986560677,0.545454545454545,0.727272727272727,0.0909090909090909,0.454545454545455,0.636363636363636,0.363636363636364,0.454545454545455,0.454545454545455,0.181818181818182,0.181818181818182,0.636363636363636,0.636363636363636,0.545454545454545
"75","104_28","control",5,"young_kid",11,0.363636363636364,1.23734731946645,0.881755296228051,0,0.163636363636364,0,0.575,0,0.272727272727273,1,0,1996.45454545455,0.165409362920468,0.176116754045394,0.513479245240799,0.861644061440488,0.392518084945368,0.178172712998215,0.5,0,0,0,0.5,0,1989.54545454545,0.674916719708973,0.899888959611964,0.235833656753398,0.394983134599611,0.178172712998215,0.834590637079532,0.392518084945368,0.4620993170799,0.513479245240799,0.861644061440488,0.176116754045394,0,0,0,0,0.0909090909090909,0.272727272727273,0.272727272727273,0.272727272727273,0,0,0,0.0909090909090909,0.0909090909090909,0.0909090909090909,0.272727272727273,0.0909090909090909,0,0.0909090909090909,0,0.272727272727273,0.363636363636364,0,0.272727272727273,0.454545454545455,0.909090909090909,0,0.636363636363636,0.272727272727273,0.363636363636364,0.181818181818182,0.636363636363636,0.0909090909090909,0.454545454545455,0.0909090909090909,0,0.181818181818182,0.0909090909090909,0,0,0,0.0909090909090909,0.0909090909090909,0.272727272727273,0.0909090909090909,0.0909090909090909,0.0996865343045041,0.181818181818182,0,0,0,0.181818181818182,0,0.636363636363636,0.454545454545455,0.454545454545455,0.818181818181818,0.0909090909090909,0.363636363636364,0.636363636363636,0.636363636363636,0.636363636363636,0.636363636363636,0.454545454545455,0.0909090909090909,0.818181818181818,0.818181818181818,0.545454545454545
"76","104_29","control",5,"young_kid",11,0.272727272727273,1.23734731946645,0.934474984637027,0,0.0909090909090909,0,0.366666666666667,0,0.181818181818182,1,0,1996.72727272727,0.175776089300067,0.182774494865477,0.51253134915567,0.839439948722548,0.38812113583535,0.158744683725595,1,0.25,NA,0,0,0,1990.18181818182,0.899888959611964,1.33376399371059,0.20338914897599,0.39255500032465,0.158744683725595,0.824223910699933,0.38812113583535,0.476993509342498,0.51253134915567,0.839439948722548,0.182774494865477,0,0,0,0,0.272727272727273,0.181818181818182,0.272727272727273,0.0909090909090909,0,0.0909090909090909,0,0.0909090909090909,0,0.181818181818182,0.181818181818182,0,0.0909090909090909,0.0909090909090909,0.0909090909090909,0.181818181818182,0.727272727272727,0,0.181818181818182,0.545454545454545,0.454545454545455,0.272727272727273,0.454545454545455,0.454545454545455,0.363636363636364,0.363636363636364,0.727272727272727,0,0.181818181818182,0.363636363636364,0.181818181818182,0,0,0,0.0909090909090909,0.0909090909090909,0.181818181818182,0,0.181818181818182,0.272727272727273,0,0.363636363636364,0.181818181818182,0,0.272727272727273,0,0.181818181818182,0,0.727272727272727,0.545454545454545,0.545454545454545,0.636363636363636,0.272727272727273,0.636363636363636,0.818181818181818,0.545454545454545,0.545454545454545,0.454545454545455,0.636363636363636,0.0909090909090909,0.794605652230536,0.683844032122497,0.545454545454545
